Ngày;MKH;Tên Tắt;DD chính;Lộ điểm đo;SL BT;SL CD;SL TD;Tổng SL;Tiền BT;Tiền CD;Tiền TD;Tiền trước thuế;Tiền sau thuế;Phạt Q Trc Thuế;Phạt Q sau thuế;Ngày thanh toán
11/10/2024;KCNTH-001;TH-BQL;2210575660;TH486 E11.9;1810;932;631;3373;3274290;3088648;747104;7110042;7678845,36;0;0;16/10/2024
11/10/2024;KCNTH-001;TH-BQL;2310396104;TH476 E11.9;0;0;0;0;0;0;0;0;0;0;0;16/10/2024
11/10/2024;KCNTH-001;TH-BQL;2310396108;TH486 E11.9;405;222;238;865;732645;735708;281792;1750145;1890156,6;0;0;16/10/2024
11/10/2024;KCNTH-004;TH-HANA;2410131385;TH486 E11.9;859;351;168;1378;1553931;1163214;198912;2916057;3149341,56;0;0;16/10/2024
11/10/2024;KCNTH-005;TH-FTA;2410131539;TH486 E11.9;1893;662;498;3053;3424437;2193868;589632;6207937;6704571,96;0;0;16/10/2024
11/10/2024;KCNTH-006;TH-Giza;2410131376;TH486 E11.9;2038;714;412;3164;3686742;2366196;487808;6540746;7064005,68;0;0;16/10/2024
11/10/2024;KCNTH-007;TH-Sinher;2410131383;TH486 E11.9;4136;1268;672;6076;7482024;4202152;795648;12479824;12479824;0;0;16/10/2024
11/10/2024;KCNTH-008;TH-Hum&C;2410320616;TH486 E11.9;973;480;157;1610;1760157;1590720;185888;3536765;3819706,2;0;0;16/10/2024
11/10/2024;KCNTH-009A;TH-Hợp Nhất;2410131547;TH486 E11.9;171;53;50;274;309339;175642;59200;544181;587715,48;0;0;16/10/2024
11/10/2024;KCNTH-010A;TH-SauSum;2410320615;TH486 E11.9;2632;991;718;4341;4761288;3284174;850112;8895574;9607219,92;0;0;16/10/2024
11/10/2024;KCNYM-001;YM-VNC;2310396107;YM 472E28.6;45840;9630;8220;63690;76506960;29785590;8910480;115203030;124419272,4;0;0;16/10/2024
11/10/2024;KCNYM-002A;YM-LiHua;2310396110;YM 472E28.6;10192;3941;1542;15675;18437328;13060474;1825728;33323530;33323530;0;0;16/10/2024
11/10/2024;KCNYM-002A;YM-LiHua;2310396111;YM 472E28.6;2733;1194;507;4434;4943997;3956916;600288;9501201;9501201;0;0;16/10/2024
11/10/2024;KCNYM-003;YM-Jili;2310396105;YM 472E28.6;26904;11467;6466;44837;48669336;38001638;7655744;94326718;101872855,4;0;0;20/10/2024
11/10/2024;KCNYM-004;YM-MQ-IDS;2310396106;YM 472E28.6;25660;11108;8988;45756;46418940;36811912;10641792;93872644;101382455,5;0;0;20/10/2024
11/10/2024;KCNYM-005;YM-TITAN;2410121454;YM 472E28.6;52;21;8;81;149240;103677;13968;266885;288235,8;0;0;20/10/2024
11/10/2024;KCNTH-003;TH-Hợp Lực;2310396109;TH476 E11.9;4253;2026;738;7017;7693677;6714164;873792;15281633;16504163,64;0;0;16/10/2024
15/10/2024;KCNYM-001;YM-VNC;2310396107;YM 472E28.6;11100;1260;4950;17310;19413900;4084920;5623200;29122020;31451781,6;0;0;24/10/2024
15/10/2024;KCNYM-003;YM-Jili;2310396105;YM 472E28.6;13059;3878;2008;18945;24759864;13472172;2491928;40723964;43981881,12;0;0;25/10/2024
15/10/2024;KCNYM-004;YM-MQ-IDS;2310396106;YM 472E28.6;9844;3296;2516;15656;18664224;11450304;3122356;33236884;35895834,72;0;0;25/10/2024
19/10/2024;KCN03-002A;03-COFICO;2410883989;AT481 E28.24;0;0;0;0;0;0;0;0;0;0;0;25/10/2024
20/10/2024;EVN-TH;EVN-TH;2046008580;TH486 E11.9;-52691;-19236;-14636;-86563;-92156559;-62363112;-16626496;-171146167;-184837860,4;0;0;25/10/2024
20/10/2024;EVN-TH;EVN-TH;2046008583;TH484 E11.9;0;0;0;0;0;0;0;0;0;0;0;25/10/2024
20/10/2024;EVN-TH;EVN-TH;2110155910;TH476 E11.9;-3300;-1496;-748;-5544;-5771700;-4850032;-849728;-11471460;-12389176,8;0;0;25/10/2024
20/10/2024;EVN-YM;EVN-YM;3001347;YM 472E28.6;-30330;-4080;-14820;-49230;-52076610;-12978480;-16524300;-81579390;-88105741,2;0;0;30/10/2024
20/10/2024;EVN-YM;EVN-YM;2346021347;YM 472E28.6;-60406;-24192;-12860;-97458;-105650094;-78430464;-14608960;-198689518;-214584679,4;0;0;05/11/2024
20/10/2024;KCNTH-002;TH-Asahi;2210575757;TH486 E11.9;42714;15264;12414;70392;80985744;53027136;15405774;149418654;149418654;0;0;05/11/2024
25/10/2024;KCN03-001;03-EcoLand;2410883991;AT479 E28.24;0;0;0;0;0;0;0;0;0;0;0;05/11/2024
31/10/2024;EVN-03;EVN-03;2246014403;AT479 E28.24;-418;-418;0;-836;-717706;-1329658;0;-2047364;-2211153,12;0;0;05/11/2024
31/10/2024;EVN-03;EVN-03;2246014464;AT481 E28.24;-2091;-836;-836;-3763;-3590247;-2659316;-932140;-7181703;-7756239,24;0;0;05/11/2024
31/10/2024;EVN-PĐ;EVN-PĐ;21041898;PĐ472;-21960;-6480;-1520;-29960;-37705320;-20612880;-1694800;-60013000;-64814040;0;0;05/11/2024
31/10/2024;EVN-TH;EVN-TH;2046008580;TH486 E11.9;-57709;-19236;-17145;-94090;-100933041;-62363112;-19476720;-182772873;-197394702,8;0;0;05/11/2024
31/10/2024;EVN-TH;EVN-TH;2046008583;TH484 E11.9;0;0;0;0;0;0;0;0;0;0;0;05/11/2024
31/10/2024;EVN-TH;EVN-TH;2110155910;TH476 E11.9;-3696;-1672;-704;-6072;-6464304;-5420624;-799744;-12684672;-13699445,76;0;0;05/11/2024
31/10/2024;EVN-YM;EVN-YM;3001347;YM 472E28.6;-31890;-4350;-7890;-44130;-54755130;-13837350;-8797350;-77389830;-83581016,4;0;0;05/11/2024
31/10/2024;EVN-YM;EVN-YM;2346021347;YM 472E28.6;-72974;-27746;-15214;-115934;-127631526;-89952532;-17283104;-234867162;-253656535;0;0;05/11/2024
31/10/2024;KCN03-001;03-EcoLand;2410883991;AT479 E28.24;0;0;0;0;0;0;0;0;0;0;0;05/11/2024
31/10/2024;KCN03-002A;03-COFICO;2410883989;AT481 E28.24;1866;762;773;3401;3537936;2647188;959293;7144417;7715970,36;0;0;05/11/2024
31/10/2024;KCNPĐ-001;PĐ-BQL;2310231609;PĐ472;614;256;334;1204;1164144;889344;414494;2467982;2665420,56;0;0;05/11/2024
31/10/2024;KCNPĐ-001;PĐ-BQL;2310231610;PĐ472;0;0;0;0;0;0;0;0;0;0;0;05/11/2024
31/10/2024;KCNPĐ-002;PĐ-AMP;2310231611;PĐ472;19951;5904;1070;26925;37827096;20510496;1327870;59665462;64438698,96;0;0;05/11/2024
31/10/2024;KCNTH-001;TH-BQL;2210575660;TH486 E11.9;2827;1446;1114;5387;5359992;5023404;1382474;11765870;12707139,6;0;0;05/11/2024
31/10/2024;KCNTH-001;TH-BQL;2310396104;TH476 E11.9;0;0;0;0;0;0;0;0;0;0;0;05/11/2024
31/10/2024;KCNTH-001;TH-BQL;2310396108;TH486 E11.9;938;479;467;1884;1778448;1664046;579547;4022041;4343804,28;0;0;05/11/2024
31/10/2024;KCNTH-002;TH-Asahi;2210575757;TH486 E11.9;41208;13470;12906;67584;78130368;46794780;16016346;140941494;140941494;0;0;05/11/2024
31/10/2024;KCNTH-004;TH-HANA;2410131385;TH486 E11.9;685;268;110;1063;1298760;931032;136510;2366302;2555606,16;0;0;05/11/2024
31/10/2024;KCNTH-005;TH-FTA;2410131539;TH486 E11.9;3594;1171;768;5533;6814224;4068054;953088;11835366;12782195,28;0;0;05/11/2024
31/10/2024;KCNTH-006;TH-Giza;2410131376;TH486 E11.9;3630;1182;858;5670;6882480;4106268;1064778;12053526;13017808,08;0;0;05/11/2024
31/10/2024;KCNTH-007;TH-Sinher;2410131383;TH486 E11.9;6468;2136;1280;9884;12263328;7420464;1588480;21272272;21272272;0;0;05/11/2024
31/10/2024;KCNTH-008;TH-Hum&C;2410320616;TH486 E11.9;4581;1829;869;7279;8685576;6353946;1078429;16117951;17407387,08;0;0;05/11/2024
31/10/2024;KCNTH-009A;TH-Hợp Nhất;2410131547;TH486 E11.9;514;166;143;823;974544;576684;177463;1728691;1866986,28;0;0;05/11/2024
31/10/2024;KCNTH-010A;TH-SauSum;2410320615;TH486 E11.9;5317;2052;1245;8614;10081032;7128648;1545045;18754725;20255103;0;0;05/11/2024
31/10/2024;KCNYM-001;YM-VNC;2310396107;YM 472E28.6;51120;7170;17760;76050;89408880;23245140;20175360;132829380;143455730,4;0;0;05/11/2024
31/10/2024;KCNYM-002A;YM-LiHua;2310396110;YM 472E28.6;20427;8013;3061;31501;38729592;27837162;3798701;70365455;70365455;0;0;05/11/2024
31/10/2024;KCNYM-002A;YM-LiHua;2310396111;YM 472E28.6;7050;3370;742;11162;13366800;11707380;920822;25995002;25995002;0;0;05/11/2024
31/10/2024;KCNYM-003;YM-Jili;2310396105;YM 472E28.6;45026;17248;9128;71402;85369296;59919552;11327848;156616696;169146031,7;0;0;15/11/2024
31/10/2024;KCNYM-004;YM-MQ-IDS;2310396106;YM 472E28.6;35164;15172;9040;59376;66670944;52707528;11218640;130597112;141044881;0;0;15/11/2024
31/10/2024;KCNYM-005;YM-TITAN;2410121454;YM 472E28.6;543;217;85;845;1632801;1122758;155550;2911109;3143997,72;0;0;15/11/2024
31/10/2024;KCNTH-003;TH-Hợp Lực;2310396109;TH476 E11.9;7051;3166;1439;11656;13368696;10998684;1785799;26153179;28245433,32;0;0;05/11/2024
10/11/2024;EVN-03;EVN-03;2246014403;AT479 E28.24;-1756;-544;-753;-3053;-3015052;-1730464;-839595;-5585111;-6031919,88;0;0;15/11/2024
10/11/2024;EVN-03;EVN-03;2246014464;AT481 E28.24;-2049;-836;-878;-3763;-3518133;-2659316;-978970;-7156419;-7728932,52;0;0;15/11/2024
10/11/2024;EVN-TH;EVN-TH;2046008580;TH486 E11.9;-52691;-18818;-16727;-88236;-92156559;-61007956;-19001872;-172166387;-185939698;0;0;15/11/2024
10/11/2024;EVN-TH;EVN-TH;2046008583;TH484 E11.9;0;0;0;0;0;0;0;0;0;0;0;15/11/2024
10/11/2024;EVN-TH;EVN-TH;2110155910;TH476 E11.9;-3212;-1672;-528;-5412;-5617788;-5420624;-599808;-11638220;-12569277,6;0;0;15/11/2024
10/11/2024;EVN-YM;EVN-YM;3001347;YM 472E28.6;-32340;-5430;-2250;-40020;-55527780;-17272830;-2508750;-75309360;-81334108,8;0;0;15/11/2024
10/11/2024;EVN-YM;EVN-YM;2346021347;YM 472E28.6;-64556;-26826;-15606;-106988;-112908444;-86969892;-17728416;-217606752;-235015292,2;0;0;20/11/2024
10/11/2024;KCNTH-002;TH-Asahi;2210575757;TH486 E11.9;39288;13830;13146;66264;74490048;48045420;16314186;138849654;138849654;0;0;20/11/2024
10/11/2024;KCNYM-001;YM-VNC;2310396107;YM 472E28.6;32340;5430;2250;40020;56562660;17604060;2556000;76722720;82860537,6;0;0;25/11/2024
15/11/2024;KCNYM-003;YM-Jili;2310396105;YM 472E28.6;39845;15768;8782;64395;75546120;54778032;10898462;141222614;152520423,1;0;0;25/11/2024
15/11/2024;KCNYM-004;YM-MQ-IDS;2310396106;YM 472E28.6;35652;14412;10656;60720;67596192;50067288;13224096;130887576;141358582,1;0;0;25/11/2024
20/11/2024;EVN-03;EVN-03;2246014403;AT479 E28.24;-2133;-627;-585;-3345;-3662361;-1994487;-652275;-6309123;-6813852,84;0;0;25/11/2024
20/11/2024;EVN-03;EVN-03;2246014464;AT481 E28.24;-2133;-753;-836;-3722;-3662361;-2395293;-932140;-6989794;-7548977,52;0;0;25/11/2024
20/11/2024;EVN-TH;EVN-TH;2046008580;TH486 E11.9;-61055;-20491;-16727;-98273;-106785195;-66431822;-19001872;-192218889;-207596400,1;0;0;25/11/2024
20/11/2024;EVN-TH;EVN-TH;2046008583;TH484 E11.9;0;0;0;0;0;0;0;0;0;0;0;25/11/2024
20/11/2024;EVN-TH;EVN-TH;2110155910;TH476 E11.9;-4048;-1892;-616;-6556;-7079952;-6133864;-699776;-13913592;-15026679,36;0;0;25/11/2024
20/11/2024;EVN-YM;EVN-YM;3001347;YM 472E28.6;-25020;-3780;-7320;-36120;-42959340;-12024180;-8161800;-63145320;-68196945,6;0;0;25/11/2024
20/11/2024;EVN-YM;EVN-YM;2346021347;YM 472E28.6;-68132;-25900;-17464;-111496;-119162868;-83967800;-19839104;-222969772;-240807353,8;0;0;05/12/2024
20/11/2024;KCNTH-002;TH-Asahi;2210575757;TH486 E11.9;42684;13932;12606;69222;80928864;48399768;15644046;144972678;144972678;0;0;05/12/2024
20/11/2024;KCNYM-001;YM-VNC;2310396107;YM 472E28.6;25020;3780;7320;36120;43759980;12254760;8315520;64330260;69476680,8;0;0;05/12/2024
30/11/2024;EVN-03;EVN-03;2246014403;AT479 E28.24;-2384;-836;-836;-4056;-4093328;-2659316;-932140;-7684784;-8299566,72;0;0;05/12/2024
30/11/2024;EVN-03;EVN-03;2246014464;AT481 E28.24;-1380;-544;-711;-2635;-2369460;-1730464;-792765;-4892689;-5284104,12;0;0;05/12/2024
30/11/2024;EVN-PĐ;EVN-PĐ;21041898;PĐ472;-25000;-8000;-2720;-35720;-42925000;-25448000;-3032800;-71405800;-77118264;0;0;05/12/2024
30/11/2024;EVN-TH;EVN-TH;2046008580;TH486 E11.9;-58127;-23000;-14636;-95763;-101664123;-74566000;-16626496;-192856619;-208285148,5;0;0;05/12/2024
30/11/2024;EVN-TH;EVN-TH;2046008583;TH484 E11.9;0;0;0;0;0;0;0;0;0;0;0;05/12/2024
30/11/2024;EVN-TH;EVN-TH;2110155910;TH476 E11.9;-3608;-1892;-484;-5984;-6310392;-6133864;-549824;-12994080;-14033606,4;0;0;05/12/2024
30/11/2024;EVN-YM;EVN-YM;3001347;YM 472E28.6;-12240;-2490;-2040;-16770;-21016080;-7920690;-2274600;-31211370;-33708279,6;0;0;05/12/2024
30/11/2024;EVN-YM;EVN-YM;2346021347;YM 472E28.6;-54832;-20886;-14872;-90590;-95901168;-67712412;-16894592;-180508172;-194948825,8;0;0;05/12/2024
30/11/2024;KCN03-001;03-EcoLand;2410883991;AT479 E28.24;6495;2335;1971;10801;12314520;8111790;2446011;22872321;24702106,68;0;0;05/12/2024
30/11/2024;KCN03-002A;03-COFICO;2410883989;AT481 E28.24;5323;2150;2302;9775;10092408;7469100;2856782;20418290;22051753,2;0;0;05/12/2024
30/11/2024;KCNPĐ-001;PĐ-BQL;2310231609;PĐ472;1092;482;839;2413;2070432;1674468;1041199;4786099;5168986,92;0;0;05/12/2024
30/11/2024;KCNPĐ-001;PĐ-BQL;2310231610;PĐ472;0;0;0;0;0;0;0;0;0;0;0;05/12/2024
30/11/2024;KCNPĐ-002;PĐ-AMP;2310231611;PĐ472;24202;7613;1723;33538;45886992;26447562;2138243;74472797;80430620,76;0;0;05/12/2024
30/11/2024;KCNTH-001;TH-BQL;2210575660;TH486 E11.9;3585;1947;1573;7105;6797160;6763878;1952093;15513131;16754181,48;0;0;05/12/2024
30/11/2024;KCNTH-001;TH-BQL;2310396104;TH476 E11.9;0;0;0;0;0;0;0;0;0;0;0;05/12/2024
30/11/2024;KCNTH-001;TH-BQL;2310396108;TH486 E11.9;1387;791;632;2810;2629752;2747934;784312;6161998;6654957,84;0;0;05/12/2024
30/11/2024;KCNTH-002;TH-Asahi;2210575757;TH486 E11.9;36006;13368;11388;60762;68267376;46440432;14132508;128840316;128840316;0;0;05/12/2024
30/11/2024;KCNTH-005;TH-FTA;2410131539;TH486 E11.9;4396;1318;739;6453;8334816;4578732;917099;13830647;14937098,76;0;0;05/12/2024
30/11/2024;KCNTH-006;TH-Giza;2410131376;TH486 E11.9;6459;2310;1371;10140;12246264;8024940;1701411;21972615;23730424,2;0;0;05/12/2024
30/11/2024;KCNTH-007;TH-Sinher;2410131383;TH486 E11.9;6544;2188;1704;10436;12407424;7601112;2114664;22123200;22123200;0;0;05/12/2024
30/11/2024;KCNTH-008;TH-Hum&C;2410320616;TH486 E11.9;18250;7925;1443;27618;34602000;27531450;1790763;63924213;69038150,04;0;0;05/12/2024
30/11/2024;KCNTH-009A;TH-Hợp Nhất;2410131547;TH486 E11.9;1038;258;175;1471;1968048;896292;217175;3081515;3328036,2;0;0;05/12/2024
30/11/2024;KCNTH-010A;TH-SauSum;2410320615;TH486 E11.9;8006;3192;1870;13068;15179376;11089008;2320670;28589054;30876178,32;0;0;05/12/2024
30/11/2024;KCNYM-001;YM-VNC;2310396107;YM 472E28.6;12240;2490;2040;16770;21407760;8072580;2317440;31797780;34341602,4;0;0;05/12/2024
30/11/2024;KCNYM-002A;YM-LiHua;2310396110;YM 472E28.6;27422;11474;6288;45184;51992112;39860676;7803408;99656196;99656196;0;0;05/12/2024
30/11/2024;KCNYM-002A;YM-LiHua;2310396111;YM 472E28.6;10118;4483;2701;17302;19183728;15573942;3351941;38109611;38109611;0;0;05/12/2024
30/11/2024;KCNYM-003;YM-Jili;2310396105;YM 472E28.6;44054;15526;10896;70476;83526384;53937324;13521936;150985644;163064495,5;0;0;06/12/2024
30/11/2024;KCNYM-004;YM-MQ-IDS;2310396106;YM 472E28.6;30064;11768;9428;51260;57001344;40882032;11700148;109583524;118350205,9;0;0;13/12/2024
30/11/2024;KCNYM-005;YM-TITAN;2410121454;YM 472E28.6;3189;1142;813;5144;9589323;5908708;1487790;16985821;18344686,68;0;0;15/12/2024
30/11/2024;KCNTH-003;TH-Hợp Lực;2310396109;TH476 E11.9;10836;5443;1610;17889;20545056;18908982;1998010;41452048;44768211,84;0;0;05/12/2024
01/12/2024;KCNYM-006;YM-Pacific;2410932742;YM 472E28.6;0;0;0;0;0;0;0;0;0;0;0;15/12/2024
08/12/2024;EVN-YM;EVN-YM;2346021369;YM 474E28.6;0;0;0;0;0;0;0;0;0;0;0;15/12/2024
10/12/2024;EVN-03;EVN-03;2246014464;AT481 E28.24;-2216;-878;-962;-4056;-3804872;-2792918;-1072630;-7670420;-8284053,6;0;0;15/12/2024
10/12/2024;EVN-03;EVN-03;2246014403;AT479 E28.24;-4725;-1589;-1422;-7736;-8112825;-5054609;-1585530;-14752964;-15933201,12;0;0;15/12/2024
10/12/2024;EVN-TH;EVN-TH;2046008580;TH486 E11.9;-54364;-19236;-15473;-89073;-95082636;-62363112;-17577328;-175023076;-189024922,1;0;0;15/12/2024
10/12/2024;EVN-TH;EVN-TH;2046008583;TH484 E11.9;0;0;0;0;0;0;0;0;0;0;0;15/12/2024
10/12/2024;EVN-TH;EVN-TH;2110155910;TH476 E11.9;-4224;-1848;-924;-6996;-7387776;-5991216;-1049664;-14428656;-15582948,48;0;0;15/12/2024
10/12/2024;EVN-YM;EVN-YM;3001347;YM 472E28.6;-17220;-3540;-2880;-23640;-29566740;-11260740;-3211200;-44038680;-47561774,4;0;0;15/12/2024
10/12/2024;EVN-YM;EVN-YM;2346021347;YM 472E28.6;-68972;-28220;-19664;-116856;-120632028;-91489240;-22338304;-234459572;-253216337,8;0;0;15/12/2024
10/12/2024;EVN-YM;EVN-YM;2346021369;YM 474E28.6;-23760;-8160;-5680;-37600;-40795920;-25956960;-6333200;-73086080;-78932966,4;0;0;15/12/2024
10/12/2024;KCNTH-002;TH-Asahi;2210575757;TH486 E11.9;36366;11772;12012;60150;68949936;40895928;14906892;124752756;124752756;0;0;15/12/2024
10/12/2024;KCNYM-001;YM-VNC;2310396107;YM 472E28.6;17220;3540;2880;23640;30117780;11476680;3271680;44866140;48455431,2;0;0;24/12/2024
10/12/2024;KCNYM-003;YM-Jili;2310396105;YM 474E28.6;23293;8736;5917;37946;44163528;30348864;7342997;81855389;88403820,12;0;0;25/12/2024
10/12/2024;KCNYM-004;YM-MQ-IDS;2310396106;YM 474E28.6;25768;10556;6752;43076;48856128;36671544;8379232;93906904;101419456,3;0;0;25/12/2024
19/12/2024;KCN03-003A;03-ANTACO;2410992743;AT479 E28.24;0;0;0;0;0;0;0;0;0;0;0;25/12/2024
20/12/2024;EVN-03;EVN-03;2246014464;AT481 E28.24;-1631;-711;-669;-3011;-2800427;-2261691;-745935;-5808053;-6272697,24;0;0;25/12/2024
20/12/2024;EVN-03;EVN-03;2246014403;AT479 E28.24;-4767;-1840;-1756;-8363;-8184939;-5853040;-1957940;-15995919;-17275592,52;0;0;25/12/2024
20/12/2024;EVN-TH;EVN-TH;2046008580;TH486 E11.9;-55200;-22582;-14636;-92418;-96544800;-73210844;-16626496;-186382140;-201292711,2;0;0;25/12/2024
20/12/2024;EVN-TH;EVN-TH;2046008583;TH484 E11.9;0;0;0;0;0;0;0;0;0;0;0;25/12/2024
20/12/2024;EVN-TH;EVN-TH;2110155910;TH476 E11.9;-4488;-2200;-836;-7524;-7849512;-7132400;-949696;-15931608;-17206136,64;0;0;25/12/2024
20/12/2024;EVN-YM;EVN-YM;2346021347;YM 472E28.6;-14330;-5538;-3490;-23358;-25063170;-17954196;-3964640;-46982006;-50740566,48;0;0;25/12/2024
20/12/2024;EVN-YM;EVN-YM;3001347;YM 472E28.6;-21030;-4110;-3150;-28290;-36108510;-13073910;-3512250;-52694670;-56910243,6;0;0;25/12/2024
20/12/2024;EVN-YM;EVN-YM;2346021369;YM 474E28.6;-59280;-21360;-17520;-98160;-101783760;-67946160;-19534800;-189264720;-204405897,6;0;0;25/12/2024
20/12/2024;KCNTH-002;TH-Asahi;2210575757;TH486 E11.9;35172;13110;11592;59874;66686112;45544140;14385672;126615924;126615924;0;0;25/12/2024
20/12/2024;KCNYM-001;YM-VNC;2310396107;YM 474E28.6;21030;4110;3150;28290;36781470;13324620;3578400;53684490;57979249,2;0;0;03/01/2025
20/12/2024;KCNYM-003;YM-Jili;2310396105;YM 474E28.6;27606;10283;7754;45643;52340976;35723142;9622714;97686832;105501778,6;0;0;03/01/2025
20/12/2024;KCNYM-004;YM-MQ-IDS;2310396106;YM 474E28.6;23948;9860;6576;40384;45405408;34253640;8160816;87819864;94845453,12;0;0;05/01/2025
29/12/2024;KCNTH-003A;TH-Be Bright;2410131387;TH476 E11.9;0;0;0;0;0;0;0;0;0;0;0;05/01/2025
29/12/2024;KCNTH-003A;TH-Be Bright;2410131380;TH476 E11.9;0;0;0;0;0;0;0;0;0;0;0;05/01/2025
31/12/2024;EVN-03;EVN-03;2246014464;AT481 E28.24;-1547;-585;-669;-2801;-2656199;-1860885;-745935;-5263019;-5684060,52;0;0;05/01/2025
31/12/2024;EVN-03;EVN-03;2246014403;AT479 E28.24;-4433;-1464;-1631;-7528;-7611461;-4656984;-1818565;-14087010;-15213970,8;0;0;05/01/2025
31/12/2024;EVN-PĐ;EVN-PĐ;21041898;PĐ472;-23160;-7160;-2880;-33200;-39765720;-22775960;-3211200;-65752880;-71013110,4;0;0;05/01/2025
31/12/2024;EVN-TH;EVN-TH;2046008580;TH486 E11.9;-57709;-18818;-20909;-97436;-100933041;-61007956;-23752624;-185693621;-200549110,7;0;0;05/01/2025
31/12/2024;EVN-TH;EVN-TH;2046008583;TH484 E11.9;0;0;0;0;0;0;0;0;0;0;0;05/01/2025
31/12/2024;EVN-TH;EVN-TH;2110155910;TH476 E11.9;-4972;-2112;-484;-7568;-8696028;-6847104;-549824;-16092956;-17380392,48;0;0;05/01/2025
31/12/2024;EVN-YM;EVN-YM;2346021347;YM 472E28.6;0;0;0;0;0;0;0;0;0;0;0;05/01/2025
31/12/2024;EVN-YM;EVN-YM;2346021369;YM 474E28.6;-80000;-28800;-19200;-128000;-137360000;-91612800;-21408000;-250380800;-270411264;0;0;05/01/2025
31/12/2024;KCN03-001;03-EcoLand;2410883991;AT479 E28.24;12677;4330;4342;21349;24035592;15042420;5388422;44466434;48023748,72;0;0;05/01/2025
31/12/2024;KCN03-002A;03-COFICO;2410883989;AT481 E28.24;4838;1923;2042;8803;9172848;6680502;2534122;18387472;19858469,76;0;0;05/01/2025
31/12/2024;KCN03-003A;03-ANTACO;2410992743;AT479 E28.24;178;63;59;300;337488;218862;73219;629569;679934,52;0;0;05/01/2025
31/12/2024;KCNPĐ-001;PĐ-BQL;2310231609;PĐ472;1349;717;1225;3291;2557704;2490858;1520225;6568787;7094289,96;0;0;05/01/2025
31/12/2024;KCNPĐ-001;PĐ-BQL;2310231610;PĐ472;99;85;109;293;187704;295290;135269;618263;667724,04;0;0;05/01/2025
31/12/2024;KCNPĐ-002;PĐ-AMP;2310231611;PĐ472;21943;6811;1584;30338;41603928;23661414;1965744;67231086;72609572,88;0;0;05/01/2025
31/12/2024;KCNTH-001;TH-BQL;2210575660;TH486 E11.9;3084;1784;1614;6482;5847264;6197616;2002974;14047854;15171682,32;0;0;05/01/2025
31/12/2024;KCNTH-001;TH-BQL;2310396104;TH476 E11.9;0;0;0;0;0;0;0;0;0;0;0;05/01/2025
31/12/2024;KCNTH-001;TH-BQL;2310396108;TH486 E11.9;1277;782;594;2653;2421192;2716668;737154;5875014;6345015,12;0;0;05/01/2025
31/12/2024;KCNTH-002;TH-Asahi;2210575757;TH486 E11.9;38394;12384;12282;63060;72795024;43022016;15241962;131059002;131059002;0;0;05/01/2025
31/12/2024;KCNTH-005;TH-FTA;2410131539;TH486 E11.9;4260;1339;815;6414;8076960;4651686;1011415;13740061;14839265,88;0;0;05/01/2025
31/12/2024;KCNTH-006;TH-Giza;2410131376;TH486 E11.9;4177;1681;856;6714;7919592;5839794;1062296;14821682;16007416,56;0;0;05/01/2025
31/12/2024;KCNTH-007;TH-Sinher;2410131383;TH486 E11.9;4384;1488;1480;7352;8312064;5169312;1836680;15318056;15318056;0;0;05/01/2025
31/12/2024;KCNTH-008;TH-Hum&C;2410320616;TH486 E11.9;26579;12056;6326;44961;50393784;41882544;7850566;100126894;100126894;0;0;05/01/2025
31/12/2024;KCNTH-009A;TH-Hợp Nhất;2410131547;TH486 E11.9;1119;212;69;1400;2121624;736488;85629;2943741;3179240,28;542237;585616;05/01/2025
31/12/2024;KCNTH-010A;TH-SauSum;2410320615;TH486 E11.9;7923;2855;1569;12347;15022008;9918270;1947129;26887407;29038399,56;0;0;05/01/2025
31/12/2024;KCNYM-001;YM-VNC;2310396107;YM 474E28.6;17610;3180;2280;23070;30799890;10309560;2590080;43699530;47195492,4;0;0;05/01/2025
31/12/2024;KCNYM-002A;YM-LiHua;2310396110;YM 474E28.6;36334;13435;11464;61233;68889264;46673190;14226824;129789278;129789278;0;0;05/01/2025
31/12/2024;KCNYM-002A;YM-LiHua;2310396111;YM 474E28.6;18715;7768;5680;32163;35483640;26986032;7048880;69518552;69518552;0;0;05/01/2025
31/12/2024;KCNYM-003;YM-Jili;2310396105;YM 474E28.6;19352;7742;3616;30710;36691392;26895708;4487456;68074556;73520520,48;0;0;05/01/2025
31/12/2024;KCNYM-004;YM-MQ-IDS;2310396106;YM 474E28.6;19360;7668;4916;31944;36706560;26638632;6100756;69445948;75001623,84;0;0;10/01/2025
31/12/2024;KCNYM-005;YM-TITAN;2410121454;YM 474E28.6;3819;1365;1205;6389;11483733;7062510;2205150;20751393;22411504,44;0;0;15/01/2025
31/12/2024;KCNYM-006;YM-Pacific;2410932742;YM 474E28.6;15883;6211;6420;28514;30114168;21577014;7967220;59658402;64431074,16;0;0;15/01/2025
31/12/2024;KCNTH-003;TH-Hợp Lực;2310396109;TH476 E11.9;13643;6110;2230;21983;25867128;21226140;2767430;49860698;53849553,84;0;0;05/01/2025
05/01/2025;KCNTH-011;TH-XuLi;2411290205;TH486 E11.9;0;0;0;0;0;0;0;0;0;0;0;15/01/2025
10/01/2025;EVN-TH;EVN-TH;2046008580;TH486 E11.9;-50600;-17982;-17564;-86146;-88499400;-58297644;-19952704;-166749748;-180089727,8;0;0;15/01/2025
