Ngày;MKH;Tên Tắt;DD chính;Lộ điểm đo;SL BT;SL CD;SL TD;Tổng SL;Tiền BT;Tiền CD;Tiền TD;Tiền trước thuế;Tiền sau thuế;Phạt Q Trc Thuế;Phạt Q sau thuế;Ngày thanh toán
10/01/2025;EVN-TH;EVN-TH;2046008583;TH484 E11.9;0;0;0;0;0;0;0;0;0;0;0;15/01/2025
10/01/2025;EVN-TH;EVN-TH;2110155910;TH476 E11.9;-4576;-2156;-748;-7480;-8003424;-6989752;-849728;-15842904;-17110336,32;0;0;15/01/2025
10/01/2025;EVN-YM;EVN-YM;3001347;YM 472E28.6;-31800;-6840;-4080;-42720;-54600600;-21758040;-4549200;-80907840;-87380467,2;0;0;15/01/2025
10/01/2025;EVN-YM;EVN-YM;2346021347;YM 472E28.6;-7240;-6856;-6736;-20832;-12662760;-22227152;-7652096;-42542008;-45945368,64;0;0;15/01/2025
10/01/2025;EVN-YM;EVN-YM;2346021369;YM 474E28.6;-70320;-24800;-18080;-113200;-122989680;-80401600;-20538880;-223930160;-241844572,8;0;0;15/01/2025
10/01/2025;KCNTH-002;TH-Asahi;2210575757;TH486 E11.9;34800;12534;11706;59040;65980800;43543116;14527146;124051062;124051062;0;0;15/01/2025
10/01/2025;KCNYM-001;YM-VNC;2310396107;YM 474E28.6;14190;3660;1800;19650;24818310;11865720;2044800;38728830;41827136,4;0;0;25/01/2025
10/01/2025;KCNYM-003;YM-Jili;2310396105;YM 474E28.6;24269;8782;3674;36725;46014024;30508668;4559434;81082126;87568696,08;0;0;25/01/2025
10/01/2025;KCNYM-004;YM-MQ-IDS;2310396106;YM 474E28.6;28416;10288;7220;45924;53876736;35740512;8960020;98577268;106463449,4;0;0;25/01/2025
20/01/2025;EVN-YM;EVN-YM;2346021347;YM 472E28.6;-47276;-19128;-12436;-78840;-82685724;-62012976;-14127296;-158825996;-171532075,7;0;0;25/01/2025
20/01/2025;EVN-YM;EVN-YM;3001347;YM 472E28.6;-16740;-4440;-4860;-26040;-28742580;-14123640;-5418900;-48285120;-52147929,6;0;0;25/01/2025
20/01/2025;EVN-YM;EVN-YM;2346021369;YM 474E28.6;-34560;-10720;-7520;-52800;-60445440;-34754240;-8542720;-103742400;-112041792;0;0;25/01/2025
20/01/2025;KCNYM-001;YM-VNC;2310396107;YM 472E28.6;16740;4440;4860;26040;29278260;14394480;5520960;49193700;53129196;0;0;25/01/2025
20/01/2025;KCNYM-003;YM-Jili;2310396105;YM 474E28.6;19510;7819;2163;29492;36990960;27163206;2684283;66838449;72185524,92;0;0;25/01/2025
20/01/2025;KCNYM-004;YM-MQ-IDS;2310396106;YM 474E28.6;23428;8036;6040;37504;44419488;27917064;7495640;79832192;86218767,36;0;0;25/01/2025
20/01/2025;KCNTH-002;TH-Asahi;2210575757;TH486 E11.9;34026;11466;10764;56256;64513296;39832884;13358124;117704304;117704304;0;0;25/01/2025
20/01/2025;EVN-TH;EVN-TH;2046008580;TH486 E11.9;-52691;-18818;-17564;-89073;-92156559;-61007956;-19952704;-173117219;-186966596,5;0;0;07/02/2025
20/01/2025;EVN-TH;EVN-TH;2046008583;TH484 E11.9;0;0;0;0;0;0;0;0;0;0;0;07/02/2025
20/01/2025;EVN-TH;EVN-TH;2110155910;TH476 E11.9;-6336;-2552;-836;-9724;-11081664;-8273584;-949696;-20304944;-21929339,52;0;0;07/02/2025
31/01/2025;KCNYM-001;YM-VNC;2310396107;YM 472E28.6;15540;2520;3960;22020;27179460;8169840;4498560;39847860;43035688,8;0;0;07/02/2025
31/01/2025;KCNYM-002A;YM-LiHua;2310396110;YM 472E28.6;52848;20000;15901;88749;100199808;69480000;19733141;189412949;189412949;0;0;10/02/2025
31/01/2025;KCNYM-002A;YM-LiHua;2310396111;YM 472E28.6;23218;10547;6179;39944;44021328;36640278;7668139;88329745;88329745;0;0;10/02/2025
31/01/2025;KCNYM-003;YM-Jili;2310396105;YM 474E28.6;9094;3562;1531;14187;17242224;12374388;1899971;31516583;34037909,64;0;0;05/02/2025
31/01/2025;KCNYM-004;YM-MQ-IDS;2310396106;YM 474E28.6;13000;5892;3784;22676;24648000;20468808;4695944;49812752;53797772,16;0;0;10/02/2025
31/01/2025;KCNYM-005;YM-TITAN;2410121454;YM 474E28.6;2750;986;1077;4813;8269250;5101564;1970910;15341724;16569061,92;0;0;05/02/2025
31/01/2025;KCNYM-006;YM-Pacific;2410932742;YM 472E28.6;26755;8201;10207;45163;50727480;28490274;12666887;91884641;91884641;0;0;10/02/2025
31/01/2025;KCNTH-001;TH-BQL;2210575660;TH486 E11.9;2812;1564;1817;6193;5331552;5433336;2254897;13019785;14061367,8;0;0;10/02/2025
31/01/2025;KCNTH-001;TH-BQL;2310396104;TH476 E11.9;0;0;0;0;0;0;0;0;0;0;0;05/02/2025
31/01/2025;KCNTH-001;TH-BQL;2310396108;TH486 E11.9;939;618;543;2100;1780344;2146932;673863;4601139;4969230,12;0;0;06/02/2025
31/01/2025;KCNTH-002;TH-Asahi;2210575757;TH486 E11.9;21060;8400;6402;35862;39929760;29181600;7944882;77056242;77056242;0;0;07/02/2025
31/01/2025;KCNTH-003A;TH-Be Bright;2410131387;TH476 E11.9;7650;3576;588;11814;14504400;12423024;729708;27657132;29869702,56;0;0;07/02/2025
31/01/2025;KCNTH-003A;TH-Be Bright;2410131380;TH476 E11.9;0;0;0;0;0;0;0;0;0;0;0;07/02/2025
31/01/2025;KCNTH-005;TH-FTA;2410131539;TH486 E11.9;2566;989;558;4113;4865136;3435786;692478;8993400;9712872;0;0;05/02/2025
31/01/2025;KCNTH-006;TH-Giza;2410131376;TH486 E11.9;2699;1184;842;4725;5117304;4113216;1044922;10275442;11097477,36;0;0;05/02/2025
31/01/2025;KCNTH-007;TH-Sinher;2410131383;TH486 E11.9;2984;1052;1388;5424;5657664;3654648;1722508;11034820;11034820;0;0;05/02/2025
31/01/2025;KCNTH-008;TH-Hum&C;2410320616;TH486 E11.9;19568;8232;6186;33986;37100928;28597968;7676826;73375722;73375722;0;0;05/02/2025
31/01/2025;KCNTH-009A;TH-Hợp Nhất;2410131547;TH486 E11.9;1916;703;225;2844;3632736;2442222;279225;6354183;6862517,64;0;0;10/02/2025
31/01/2025;KCNTH-010A;TH-SauSum;2410320615;TH486 E11.9;6516;2504;1371;10391;12354336;8698896;1701411;22754643;24575014,44;0;0;10/02/2025
31/01/2025;KCNTH-011;TH-XuLi;2411290205;TH486 E11.9;3835;1267;2482;7584;7271160;4401558;3080162;14752880;14752880;0;0;05/02/2025
31/01/2025;KCNPĐ-001;PĐ-BQL;2310231609;PĐ472;1360;697;1238;3295;2578560;2421378;1536358;6536296;7059199,68;0;0;05/02/2025
31/01/2025;KCNPĐ-001;PĐ-BQL;2310231610;PĐ472;0;0;0;0;0;0;0;0;0;0;0;06/02/2025
31/01/2025;KCNPĐ-002;PĐ-AMP;2310231611;PĐ472;21180;7176;1822;30178;40157280;24929424;2261102;67347806;72735630,48;0;0;06/02/2025
31/01/2025;KCN03-002A;03-COFICO;2410883989;AT481 E28.24;7888;3173;3831;14892;14955648;11023002;4754271;30732921;33191554,68;0;0;07/02/2025
31/01/2025;KCN03-001;03-EcoLand;2410883991;AT479 E28.24;13708;5105;5334;24147;25990368;17734770;6619494;50344632;54372202,56;0;0;07/02/2025
31/01/2025;KCN03-003A;03-ANTACO;2410992743;AT479 E28.24;1133;399;411;1943;2148168;1386126;510051;4044345;4367892,6;0;0;07/02/2025
31/01/2025;EVN-YM;EVN-YM;3001347;YM 472E28.6;-15540;-2520;-3960;-22020;-26682180;-8016120;-4415400;-39113700;-42242796;0;0;05/02/2025
31/01/2025;EVN-TH;EVN-TH;2046008580;TH486 E11.9;-34709;-15055;-10455;-60219;-60706041;-48808310;-11876880;-121391231;-131102529,5;0;0;07/02/2025
31/01/2025;EVN-TH;EVN-TH;2046008583;TH484 E11.9;0;0;0;0;0;0;0;0;0;0;0;07/02/2025
31/01/2025;EVN-TH;EVN-TH;2110155910;TH476 E11.9;-3124;-1496;-968;-5588;-5463876;-4850032;-1099648;-11413556;-12326640,48;0;0;11/02/2025
31/01/2025;EVN-PĐ;EVN-PĐ;21041898;PĐ472;-22840;-7840;-3160;-33840;-39216280;-24939040;-3523400;-67678720;-73093017,6;0;0;19/02/2025
31/01/2025;EVN-03;EVN-03;2246014464;AT481 E28.24;-8280;-3304;-4015;-15599;-14216760;-10510024;-4476725;-29203509;-31539789,72;0;0;18/02/2025
31/01/2025;EVN-03;EVN-03;2246014403;AT479 E28.24;-16184;-6022;-6356;-28562;-27787928;-19155982;-7086940;-54030850;-58353318;0;0;18/02/2025
31/01/2025;EVN-YM;EVN-YM;2346021347;YM 472E28.6;-43100;-18488;-11688;-73276;-75381900;-59938096;-13277568;-148597564;-160485369,1;0;0;18/02/2025
31/01/2025;EVN-YM;EVN-YM;2346021369;YM 474E28.6;-560;-240;-240;-1040;-979440;-778080;-272640;-2030160;-2192572,8;0;0;18/02/2025
31/01/2025;KCN03-001;03-EcoLand;2410883994;AT479 E28.24;0;0;0;0;0;0;0;0;0;0;0;01/02/2025
31/01/2025;KCNTH-003;TH-Hợp Lực;2310396109;TH476 E11.9;3308;1396;1169;5873;6271968;4849704;1450729;12572401;13578193,08;0;0;07/02/2025
10/02/2025;KCNYM-001;YM-VNC;2310396107;YM 472E28.6;16260;2160;6570;24990;28438740;7002720;7463520;42904980;46337378,4;0;0;15/02/2025
10/02/2025;KCNYM-003;YM-Jili;2310396105;YM 474E28.6;18000;6434;1680;26114;34128000;22351716;2084880;58564596;63249763,68;0;0;10/02/2025
10/02/2025;KCNYM-004;YM-MQ-IDS;2310396106;YM 474E28.6;16708;6252;4736;27696;31678368;21719448;5877376;59275192;64017207,36;0;0;10/02/2025
10/02/2025;KCNTH-002;TH-Asahi;2210575757;TH486 E11.9;25944;8556;8514;43014;49189824;29723544;10565874;89479242;89479242;0;0;14/02/2025
10/02/2025;EVN-YM;EVN-YM;3001347;YM 472E28.6;-16260;-2160;-6570;-24990;-27918420;-6870960;-7325550;-42114930;-45484124,4;0;0;19/02/2025
10/02/2025;EVN-YM;EVN-YM;2346021347;YM 472E28.6;-64620;-22464;-16422;-103506;-113020380;-72828288;-18655392;-204504060;-220864384,8;0;0;19/02/2025
10/02/2025;EVN-YM;EVN-YM;2346021369;YM 474E28.6;-480;-240;-160;-880;-839520;-778080;-181760;-1799360;-1943308,8;0;0;19/02/2025
10/02/2025;EVN-TH;EVN-TH;2046008580;TH486 E11.9;-39727;-15055;-12545;-67327;-69482523;-48808310;-14251120;-132541953;-143145309,2;0;0;19/02/2025
10/02/2025;EVN-TH;EVN-TH;2046008583;TH476 E11.9;0;0;0;0;0;0;0;0;0;0;0;24/02/2025
10/02/2025;EVN-TH;EVN-TH;2110155910;TH486 E11.9;-1848;-528;-704;-3080;-3232152;-1711776;-799744;-5743672;-6203165,76;0;0;24/02/2025
20/02/2025;KCNYM-003;YM-Jili;2310396105;YM 474E28.6;23512;9827;5728;39067;44578752;34138998;7108448;85826198;92692293,84;0;0;24/02/2025
20/02/2025;KCNYM-004;YM-MQ-IDS;2310396106;YM 474E28.6;24612;10016;7192;41820;46664352;34795584;8925272;90385208;97616024,64;0;0;25/02/2025
20/02/2025;KCNYM-001;YM-VNC;2310396107;YM 472E28.6;22950;4470;7650;35070;40139550;14491740;8690400;63321690;68387425,2;0;0;25/02/2025
20/02/2025;KCNTH-002;TH-Asahi;2210575757;TH486 E11.9;32580;11742;10488;54810;61771680;40791708;13015608;115578996;115578996;0;0;25/02/2025
20/02/2025;EVN-YM;EVN-YM;3001347;YM 472E28.6;-22950;-4470;-7650;-35070;-39405150;-14219070;-8529750;-62153970;-67126287,6;0;0;25/02/2025
20/02/2025;EVN-YM;EVN-YM;2346021347;YM 472E28.6;-85354;-34970;-25678;-146002;-149284146;-113372740;-29170208;-291827094;-315173261,5;0;0;25/02/2025
20/02/2025;EVN-YM;EVN-YM;2346021369;YM 474E28.6;-800;-400;-320;-1520;-1399200;-1296800;-363520;-3059520;-3304281,6;0;0;25/02/2025
20/02/2025;EVN-TH;EVN-TH;2046008580;TH486 E11.9;-52273;-20909;-18400;-91582;-91425477;-67786978;-20902400;-180114855;-194524043,4;0;0;24/02/2025
20/02/2025;EVN-TH;EVN-TH;2046008583;TH476 E11.9;0;0;0;0;0;0;0;0;0;0;0;24/02/2025
20/02/2025;EVN-TH;EVN-TH;2110155910;TH486 E11.9;-2464;-1012;-660;-4136;-4309536;-3280904;-749760;-8340200;-9007416;0;0;24/02/2025
28/02/2025;EVN-YM;EVN-YM;3001347;YM 472E28.6;-30270;-4110;-9690;-44070;-51973590;-13073910;-10804350;-75851850;-81919998;0;0;10/03/2025
28/02/2025;KCNYM-001;YM-VNC;2310396107;YM 472E28.6;30270;4110;9690;44070;52942230;13324620;11007840;77274690;83456665,2;0;0;03/03/2025
28/02/2025;KCNYM-002A;YM-LiHua;2310396110;YM 472E28.6;51568;19960;16507;88035;97772928;69341040;20485187;187599155;187599155;0;0;10/03/2025
28/02/2025;KCNYM-002A;YM-LiHua;2310396111;YM 472E28.6;20122;7778;6920;34820;38151312;27020772;8587720;73759804;73759804;0;0;10/03/2025
28/02/2025;KCNYM-003;YM-Jili;2310396105;YM 474E28.6;19963;7405;7075;34443;37849848;25724970;8780075;72354893;78143284,44;0;0;05/03/2025
28/02/2025;KCNYM-004;YM-MQ-IDS;2310396106;YM 474E28.6;18648;7444;4960;31052;35356608;25860456;6155360;67372424;72762217,92;0;0;05/03/2025
28/02/2025;KCNYM-005;YM-TITAN;2410121454;YM 474E28.6;2198;970;710;3878;6609386;5018780;1299300;12927466;13961663,28;0;0;10/03/2025
28/02/2025;KCNYM-006;YM-Pacific;2410932742;YM 472E28.6;20587;7214;7090;34891;39032952;25061436;8798690;72893078;72893078;0;0;08/03/2025
28/02/2025;KCNTH-001;TH-BQL;2210575660;TH486 E11.9;3158;1675;2132;6965;5987568;5818950;2645812;14452330;15608516,4;0;0;06/03/2025
28/02/2025;KCNTH-001;TH-BQL;2310396104;TH486 E11.9;0;0;0;0;0;0;0;0;0;0;0;06/03/2025
28/02/2025;KCNTH-001;TH-BQL;2310396108;TH476 E11.9;1358;750;716;2824;2574768;2605500;888556;6068824;6554329,92;0;0;06/03/2025
28/02/2025;KCNTH-002;TH-Asahi;2210575757;TH486 E11.9;23976;8280;7746;40002;45458496;28764720;9612786;83836002;83836002;0;0;05/03/2025
28/02/2025;KCNTH-003A;TH-Be Bright;2410131387;TH476 E11.9;4152;1674;834;6660;7872192;5815476;1034994;14722662;15900474,96;0;0;07/03/2025
28/02/2025;KCNTH-003A;TH-Be Bright;2410131380;TH476 E11.9;0;0;0;0;0;0;0;0;0;0;0;07/03/2025
28/02/2025;KCNTH-005;TH-FTA;2410131539;TH486 E11.9;3340;1258;350;4948;6332640;4370292;434350;11137282;12028264,56;0;0;04/03/2025
28/02/2025;KCNTH-006;TH-Giza;2410131376;TH486 E11.9;158;55;41;254;299568;191070;50881;541519;584840,52;0;0;07/03/2025
28/02/2025;KCNTH-007;TH-Sinher;2410131383;TH486 E11.9;3580;1228;1340;6148;6787680;4266072;1662940;12716692;12716692;0;0;05/03/2025
28/02/2025;KCNTH-008;TH-Hum&C;2410320616;TH486 E11.9;21277;12294;5627;39198;40341192;42709356;6983107;90033655;90033655;0;0;05/03/2025
28/02/2025;KCNTH-009A;TH-Hợp Nhất;2410131547;TH486 E11.9;1063;504;238;1805;2015448;1750896;295358;4061702;4386638,16;0;0;11/03/2025
28/02/2025;KCNTH-010A;TH-SauSum;2410320615;TH486 E11.9;6980;2611;1128;10719;13234080;9070614;1399848;23704542;25600905,36;0;0;04/03/2025
28/02/2025;KCNTH-011;TH-XuLi;2411290205;TH486 E11.9;6540;2138;1802;10480;12399840;7427412;2236282;22063534;22063534;0;0;05/03/2025
28/02/2025;KCN03-002A;03-COFICO;2410883989;AT481 E28.24;6299;2617;3020;11936;11942904;9091458;3747820;24782182;26764756,56;0;0;06/03/2025
28/02/2025;KCN03-001;03-EcoLand;2410883991;AT479 E28.24;9114;3636;3809;16559;17280144;12631464;4726969;34638577;37409663,16;0;0;07/03/2025
28/02/2025;KCN03-003A;03-ANTACO;2410992743;AT479 E28.24;1487;515;447;2449;2819352;1789110;554727;5163189;5576244,12;0;0;04/03/2025
28/02/2025;KCN03-001;03-EcoLand;2410883994;AT479 E28.24;582;310;403;1295;1103472;1076940;500123;2680535;2894977,8;0;0;07/03/2025
28/02/2025;KCNPĐ-001;PĐ-BQL;2310231609;PĐ472;1280;628;1178;3086;2426880;2181672;1461898;6070450;6556086;0;0;10/03/2025
28/02/2025;KCNPĐ-001;PĐ-BQL;2310231610;PĐ472;0;0;0;0;0;0;0;0;0;0;0;10/03/2025
28/02/2025;KCNPĐ-002;PĐ-AMP;2310231611;PĐ472;15744;4872;1481;22097;29850624;16925328;1837921;48613873;52502982,84;0;0;03/03/2025
28/02/2025;EVN-YM;EVN-YM;2346021347;YM 472E28.6;-66066;-25794;-20598;-112458;-115549434;-83624148;-23399328;-222572910;-240378742,8;0;0;10/03/2025
28/02/2025;EVN-YM;EVN-YM;2346021369;YM 474E28.6;-960;-400;-240;-1600;-1679040;-1296800;-272640;-3248480;-3508358,4;0;0;10/03/2025
28/02/2025;EVN-03;EVN-03;2246014464;AT481 E28.24;-6691;-2718;-3178;-12587;-11702559;-8811756;-3610208;-24124523;-26054484,84;0;0;04/03/2025
28/02/2025;EVN-03;EVN-03;2246014403;AT479 E28.24;-11625;-4475;-4893;-20993;-20332125;-14507950;-5558448;-40398523;-43630404,84;0;0;04/03/2025
28/02/2025;EVN-PĐ;EVN-PĐ;21041898;PĐ472;-17240;-5480;-2720;-25440;-29601080;-17431880;-3032800;-50065760;-54071020,8;0;0;05/03/2025
28/02/2025;EVN-TH;EVN-TH;2046008580;TH486 E11.9;-41818;-16309;-10873;-69000;-73139682;-52873778;-12351728;-138365188;-149434403;0;0;04/03/2025
28/02/2025;EVN-TH;EVN-TH;2046008583;TH476 E11.9;0;0;0;0;0;0;0;0;0;0;0;04/03/2025
28/02/2025;EVN-TH;EVN-TH;2110155910;TH486 E11.9;-2860;-1276;-616;-4752;-5002140;-4136792;-699776;-9838708;-10625804,64;0;0;04/03/2025
28/02/2025;KCNTH-003;TH-Hợp Lực;2310396109;TH476 E11.9;1864;845;725;3434;3534144;2935530;899725;7369399;7958950,92;0;0;04/03/2025
09/03/2025;KCNTH-003;TH-Hợp Lực;2310396109;TH476 E11.9;539;224;160;923;1021944;778176;198560;1998680;2158574,4;0;0;
10/03/2025;KCNTH-002;TH-Asahi;2210575757;TH486 E11.9;32016;9936;10716;52668;60702336;34517664;13298556;108518556;108518556;0;0;14/03/2025
10/03/2025;EVN-YM;EVN-YM;3001347;YM 472E28.6;-30840;-6000;-8820;-45660;-52952280;-19086000;-9834300;-81872580;-88422386,4;0;0;
10/03/2025;KCNYM-001;YM-VNC;2310396107;YM 472E28.6;30840;6000;8820;45660;53939160;19452000;10019520;83410680;90083534,4;0;0;
10/03/2025;KCNYM-002A;YM-LiHua;2310396110;YM 472E28.6;18939;7968;6317;33224;35908344;27680832;7839397;71428573;71428573;0;0;
10/03/2025;KCNYM-002A;YM-LiHua;2310396111;YM 472E28.6;7982;3624;3277;14883;15133872;12589776;4066757;31790405;31790405;0;0;
10/03/2025;KCNYM-003;YM-Jili;2310396105;YM 474E28.6;23738;7883;8194;39815;45007248;27385542;10168754;82561544;89166467,52;0;0;13/03/2025
10/03/2025;KCNYM-004;YM-MQ-IDS;2310396106;YM 474E28.6;20920;8600;4932;34452;39664320;29876400;6120612;75661332;81714238,56;0;0;
10/03/2025;EVN-TH;EVN-TH;2046008580;TH486 E11.9;-52691;-18400;-19655;-90746;-92156559;-59652800;-22328080;-174137439;-188068434,1;0;0;
10/03/2025;EVN-TH;EVN-TH;2046008583;TH476 E11.9;0;0;0;0;0;0;0;0;0;0;0;
10/03/2025;EVN-TH;EVN-TH;2110155910;TH486 E11.9;-3124;-1364;-660;-5148;-5463876;-4422088;-749760;-10635724;-11486581,92;0;0;
10/03/2025;EVN-YM;EVN-YM;2346021347;YM 472E28.6;-74696;-29232;-23228;-127156;-130643304;-94770144;-26387008;-251800456;-271944492,5;0;0;
10/03/2025;EVN-YM;EVN-YM;2346021369;YM 474E28.6;-2960;-880;-880;-4720;-5177040;-2852960;-999680;-9029680;-9752054,4;0;0;
